"TITLE"	"SUMMARY"	"URL"	"change"
"Boeing Co Stock Prices Will Depend on China in the Long Term"	"InvestorPlace Stock Market News Stock Advice amp Trading Tips Last week Boeing Co NYSE BA CEO Dennis Muilenburg acknowledged to BA stock owners that China was an increasingly important market for the aircraft maker Source Wikimedia When we look at the"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/arGI5V-nAOU/boeing-co-stock-prices-will-depend-on-china-in-the-long-term-cm875572"	"N"
"ETFs with exposure to The Boeing Co. : November 10, 2017"	"Categories:  ETFs Yahoo FinanceClick here to see latest analysis ETFs with exposure to The Boeing Co. Here are 5 ETFs with the largest exposure to BA-US. Comparing the performance and risk of The Boeing Co. with the ETFs that have exposure to it gives us some ETF choices that could give us similar returns with lower volatility. Ticker ... Read more <b>(Read more...)</b>"	"http://finance.yahoo.com/r/7a38b93c-88dd-3154-a8bc-a22205dae7e9/etfs-with-exposure-to-the-boeing-co-november-10-2017?yptr=yahoo&.tsrc=rss"	"N"
"'We'll be in the Middle East for the next 100 years,' Boeing senior exec says"	"Marc Allen told CNBC that Saudi Arabia was a very important market for the airline manufacturer."	"http://finance.yahoo.com/r/6b24212a-c0af-3f00-aa27-3b826fc24065/104838045?__source=yahoo%7Cfinance%7Cheadline%7Cheadline%7Cstory&par=yahoo&doc=104838045&yptr=yahoo&.tsrc=rss"	"N"
"[$$] Emirates leaves Airbus waiting as it announces Boeing deal"	"Boeing scored a coup over rival Airbus at the Dubai air show on Sunday by clinching a multibillion-dollar aircraft sale to Emirates Airline, while a widely-anticipated deal destined to rescue the European ..."	"http://finance.yahoo.com/r/5937beb5-3f63-3abc-9a52-27811c015153/1779d302-c7a2-11e7-ab18-7a9fb7d6163e,s01=1.html?ftcamp=traffic/partner/feed_headline/us_yahoo/auddev&yptr=yahoo&.tsrc=rss"	"N"
"Boeing Presents Current Market Outlook For Middle East Region - Quick Facts"	"Boeing Presents Current Market Outlook For Middle East Region - Quick Facts"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/wNbiy9JVXFQ/boeing-presents-current-market-outlook-for-middle-east-region--quick-facts-20171113-00209"	"N"
"Emirates Puts Pressure on Airbus to Commit to Ailing A380 Jumbo"	"Emirates President Tim Clark stepped up pressure on Airbus SE to commit to its slow-selling A380, suggesting that even a widely expected follow-up order from the Gulf carrier might not be enough to keep ..."	"http://finance.yahoo.com/r/cdbf9153-bfbf-3e17-b3eb-ddf1f417d296/emirates-puts-pressure-on-airbus-to-commit-to-ailing-a380-jumbo?utm_source=yahoo&utm_medium=bd&utm_campaign=headline&cmpId=yhoo.headline&yptr=yahoo&.tsrc=rss"	"N"
"Dubai Air Show opens with Emirates' $15.1B Boeing buy"	"Long-haul carrier Emirates purchased 40 American-made Boeing 787-10 Dreamliners on Sunday at the start of the biennial Dubai Air Show, a $15.1 billion deal certain to please U.S. President Donald Trump ..."	"https://finance.yahoo.com/news/emirates-unveils-first-class-cabins-dubai-air-show-055809094--finance.html?.tsrc=rss"	"N"
"No One Is Safe From a Trump Twitter Storm (or Rant)"	"The president's comments can cause wild share movements, but sometimes they're only temporary."	"http://finance.yahoo.com/r/bc9691af-d14e-3246-91a0-5df4adb9999b/how-trumps-tweets-comments-move-markets.html?puc=yahoo&cm_ven=YAHOO&yptr=yahoo&.tsrc=rss"	"N"
"[$$] Emirates Airline Orders 40 Boeing 787 Dreamliners"	"Emirates Airline on Sunday renewed its aircraft buying spree, committing to buy $15.1 billion worth of Boeing Co. 787 Dreamliners. Boeing bested Airbus in the competition to sell Emirates Airline, the ..."	"http://finance.yahoo.com/r/c4dcf1f6-714d-308f-a6f7-3ca37d6e8e4e/emirates-airline-orders-40-boeing-787-dreamliners-1510482526?ru=yahoo?mod=yahoo_itp&yptr=yahoo&.tsrc=rss"	"N"
"Boeing Books Order for Two New Air Force One 747 Jumbo Jets"	"The U.S. Air Force said earlier this year it wants the new jets to be ready for use starting in 2024."	"http://finance.yahoo.com/r/4287d020-bc76-393c-a4c5-0e30c457d134/boeing-books-order-for-two-new-air-force-one-jets.html?puc=yahoo&cm_ven=YAHOO&yptr=yahoo&.tsrc=rss"	"N"
"$7 Billion Air Force Program Would Do Less Than 1% Of What Commanders Want"	"WASHINGTON D C Top Air Force officials sounded skeptical about an airborne command and surveillance aircraft saying late Thursday that it would meet less than 1 of requirements from commanders ibd display video id 2326967 width 50 float left autostart true The Air Force"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/CFDH79ng8qY/7-billion-air-force-program-would-do-less-than-1-of-what-commanders-want-cm875404"	"N"
"PRESS DIGEST- Financial Times - Nov 13"	"The following are the top stories in the Financial Times. Reuters has not verified these stories and does not vouch for their accuracy. Headlines * Emirates leaves Airbus waiting as it announces Boeing ..."	"https://finance.yahoo.com/news/press-digest-financial-times-nov-004232499.html?.tsrc=rss"	"N"
"Trends In Futures Market Point To Lower Opening"	"Trends In Futures Market Point To Lower Opening"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/iuw0CAJSuH8/trends-in-futures-market-point-to-lower-opening-20171113-00320"	"N"
"Airbus Loses Its $1 Trillion Order Book"	"An accounting change means the sales backlog in its annual report will fall by about $500 billion."	"http://finance.yahoo.com/r/25057544-2754-34a4-bf2c-1a7810121610/airbus-loses-its-1-trillion-order-book?utm_source=yahoo&utm_medium=bd&utm_campaign=headline&cmpId=yhoo.headline&yptr=yahoo&.tsrc=rss"	"N"
"Trends In Futures Market Point To Lower Wall Street Opening"	"Trends In Futures Market Point To Lower Wall Street Opening"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/bMJGvIunQck/trends-in-futures-market-point-to-lower-wall-street-opening-20171113-00323"	"N"
"Reuters Business News Schedule at 2130 GMT/4:30 p.m. ET"	"Editor: Dan Grebler +1 646 223 6200 Global Picture Desk: +65 6870 3775 Global Graphics Desk: + 65 6870 3595 Receive this schedule by email: http://mediaexpress.reuters.com TOP STORIES U.S. House will reject ..."	"https://finance.yahoo.com/news/reuters-business-news-schedule-2130-213336401.html?.tsrc=rss"	"N"
"Boeing, Kuwait-based ALAFCO Finalize Order For 20 737 MAX 8s - Quick Facts"	"Boeing, Kuwait-based ALAFCO Finalize Order For 20 737 MAX 8s - Quick Facts"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/__gu8pHhdLg/boeing-kuwaitbased-alafco-finalize-order-for-20-737-max-8s--quick-facts-20171113-00295"	"N"
"$7 Billion Air Force Program Would Do Less Than 1% Of What Commanders Want"	"Air Force officials are skeptical of the recapitalization of a<U+00A0>command and surveillance program as it would only less than 1% of commanders&apos; requirements."	"http://finance.yahoo.com/r/f0889bad-d261-34f6-9f90-d6490deb43b5/7-billion-air-force-program-would-do-less-than-1-of-what-commanders-want?src=A00220&yptr=yahoo&.tsrc=rss"	"N"
"Boeing Sees Strong Potential in Saudi Arabia for New <U+0091>797<U+0092> Jet"	"Boeing Co. sees Saudi Arabia as a promising market for a potential new family of aircraft targeting mid-range flights."	"http://finance.yahoo.com/r/ae4f36bc-b1d1-3d3a-a4a6-89a7f07299d6/boeing-sees-strong-potential-in-saudi-arabia-for-new-797-jet?utm_source=yahoo&utm_medium=bd&utm_campaign=headline&cmpId=yhoo.headline&yptr=yahoo&.tsrc=rss"	"N"
"Defense Stock Roundup: LDOS, HII, OA Earnings Beat, LMT Wins Big"	"With 436 S amp P 500 members having reported their results as of Nov 8 the third quarter 2017 reporting cycle is at its tail end Notably a positive revenue momentum and favorable estimate revision trends have been reflected in the quarterly releases Evidently 73 4 of these index"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/E7b_Pe7d_jc/defense-stock-roundup-ldos-hii-oa-earnings-beat-lmt-wins-big-cm875717"	"N"
"Boeing studying business case for new mid-sized jet"	"Boeing is deepening its study of a proposed new mid-market aircraft as it prepares to decide whether to bring the project to market, a senior executive said on Saturday.  Kevin McAllister, Chief Executive of Boeing Commercial Airplanes, said a team at the U.S. planemaker would be  exploring the business plan in detail, including how the aircraft would be produced, over the next few months.  Boeing has had a good year for wide-body aircraft orders and the year is not over, McAllister said at a briefing on the eve of the Dubai Airshow, adding Boeing was seeing good interest for long-range models including its newest 787-10."	"https://finance.yahoo.com/news/boeing-studying-business-case-mid-154100733.html?.tsrc=rss"	"N"
"Dow 30 Stock Roundup: Disney Misses, Boeing Wins $37B China Order"	"The Dow notched up minor gains over the week before ultimately declining on concerns related to Trump s tax proposals Mergers and acquisitions related reports helped the index notch up fresh records even though movements continued to occur within a tight band Ultimately prospects of a delay"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/p4fEqSqfITE/dow-30-stock-roundup-disney-misses-boeing-wins-37b-china-order-cm875511"	"N"
"Boeing Issues 20-Year View for Jetliner Demand in Middle East"	"Despite political disorder and recent ongoing troubles affecting the three big Gulf carriers, Boeing (BA) forecasts strong demand for jetliners."	"https://finance.yahoo.com/news/boeing-issues-20-view-jetliner-142602714.html?.tsrc=rss"	"N"
"AIRSHOW-EgyptAir signs $1.1 bln preliminary deal for 12 Bombardier CSeries jets"	"State-owned EgyptAir signed a  letter (LOI) of intent on Tuesday to order 12 Bombardier  CSeries jets valued at $1.1 billion at list prices.  EgyptAir Chairman Safwat Moslem told a Dubai Airshow news  conference the CS300 aircraft would be used by the airline's  domestic and regional carrier EgyptAir Express.  EgyptAir is Bombardier's latest Middle East customer, having  already signed agreements with Iraqi Airways, Bahrain's Gulf  Air, among other regional carriers."	"https://finance.yahoo.com/news/airshow-egyptair-signs-1-1-123850068.html?.tsrc=rss"	"N"
"Lockheed (LMT) Wins $60M-AEGIS Weapons System Support Deal"	"Defense behemoth Lockheed Martin Corp s LMT Rotary Mission Systems business division secured a modification contract to support the AEGIS weapon system AWS Work related to this deal is expected to be over by November 2018 Details of the Deal Valued at 60 2 million the contract"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/eKPtFEBttaI/lockheed-lmt-wins-60m-aegis-weapons-system-support-deal-cm876889"	"N"
"Trump Tweet Tirade: Volatility Feast for Traders"	"No prior president has had the markets all atwitter the way Donald Trump has since his election."	"http://finance.yahoo.com/r/36bbeaf7-0d84-3630-9e73-cf8770a4a4ec/trump-creates-volatility-feast-stock-traders?partner=YahooSA&yptr=yahoo&.tsrc=rss"	"N"
"See what the IHS Markit Score report has to say about Boeing Co."	"Boeing Co NYSE:BA"	"https://finance.yahoo.com/news/see-ihs-markit-score-report-130143463.html?.tsrc=rss"	"N"
"Airbus Ends Order Dearth at Dubai Show With $2.7 Billion Deal"	"Airbus SE has finally overcome its drought in Dubai."	"http://finance.yahoo.com/r/2f410b66-0878-3554-b5f6-64a837eb653f/airbus-ends-order-dearth-at-dubai-show-with-2-7-billion-deal?utm_source=yahoo&utm_medium=bd&utm_campaign=headline&cmpId=yhoo.headline&yptr=yahoo&.tsrc=rss"	"N"
"AIRSHOW-India's Jet Airways in serious talks for 75 more Boeing 737 Max planes"	"Indian airline Jet Airways is in serious discussions about ordering a further 75 Boeing 737 Max aircraft, having already ordered 75, chairman and founder Naresh Goyal told Reuters at the Dubai ..."	"https://finance.yahoo.com/news/airshow-indias-jet-airways-serious-171910876.html?.tsrc=rss"	"N"
"Here&apos;s Where A New Boeing Midmarket Jet Could Be A Perfect Fit"	"Boeing is looking for a strong business case for a potential new midmarket plane to take on Airbus&apos; A321neo, and Saudi Arabia might be the perfect example.<U+613C><U+3E30>"	"http://finance.yahoo.com/r/4260b367-add9-34b1-b6a1-04f2ccd6005a/new-boeing-midmarket-jet-could-fit-saudi-arabia-perfectly?src=A00220&yptr=yahoo&.tsrc=rss"	"N"
"EgyptAir to buy 12 Bombardier aircraft for $1.1 billion"	"CAIRO (AP) <U+0097> Egypt's flagship state carrier EgyptAir has signed a letter of intent to order 12 Bombardier CS300 passenger aircraft for $1.1 billion."	"http://finance.yahoo.com/r/15c0afd9-668a-3c84-ac12-f41261315dcc/egyptair-buy-12-bombardier-aircraft-134255841.html?.tsrc=rss"	"N"
"General Electric Company Stock Needs a MUCH Bigger Change to Survive"	"You can<U+393C><U+3E32>t say General Electric Company (NYSE:GE) hasn<U+393C><U+3E32>t tried to reverse the long decline in the GE stock price.  As news has become worse and worse, the company has at least tried.  After all,<U+613C><U+3E30>it<U+613C><U+3E30>finally made a CEO change in July, just weeks after former CEO Jeffrey Immelt topped our list of CEOs who needed to go."	"https://finance.yahoo.com/news/general-electric-company-stock-needs-152558276.html?.tsrc=rss"	"N"
"Dubai's Emirates says it could order more Boeing 787s on same terms"	"DUBAI (Reuters) - Emirates has the flexibility to order more Boeing (BA.N) 787s under the same commercial terms as its deal announced on Sunday, the airline's president Tim Clark said on Tuesday. Emirates ..."	"https://finance.yahoo.com/news/dubais-emirates-says-could-order-061013892.html?.tsrc=rss"	"N"
"Boeing, Royal Jordanian Airlines Announce Strategic Training Agreement"	"DUBAI, United Arab Emirates, Nov. 14, 2017 /PRNewswire/ --<U+613C><U+3E30>Boeing [NYSE: BA] and Royal Jordanian Airlines today announced at the 2017 Dubai Air Show the carrier has selected Boeing to provide its 787 flight training.  Under the five-year strategic agreement, Boeing will provide Royal Jordanian with a comprehensive training solution, including pilot type-rating and recurrent training at its London Gatwick training campus.  We are excited by Boeing's proven training expertise, said Stefan Pichler, president and chief executive officer of Royal Jordanian."	"https://finance.yahoo.com/news/boeing-royal-jordanian-airlines-announce-140000729.html?.tsrc=rss"	"N"
"India's Jet Airways in 'serious talks' for 75 more Boeing 737 Max planes"	"DUBAI (Reuters) - Indian airline Jet Airways (JET.NS) is in serious discussions about ordering a further 75 Boeing (BA.N) 737 Max aircraft, having already ordered 75, chairman and founder Naresh ..."	"https://finance.yahoo.com/news/indias-jet-airways-serious-talks-172226487.html?.tsrc=rss"	"N"
"Boeing Takes Dubai Airshow By Surprise With This Shocker"	"Boeing announced a surprise Dreamliner order from Dubai&apos;s Emirates over Airbus&apos;<U+613C><U+3E30>A380, adding to doubts about the superjumbo jet&apos;s future amid flagging demand."	"http://finance.yahoo.com/r/256c5b22-84dd-33fa-8fe7-b3a180a1fc1f/boeing-takes-dubai-airshow-by-surprise-with-this-shocker?src=A00220&yptr=yahoo&.tsrc=rss"	"N"
"Boeing, Ethiopian Airlines Announce Order for Four 777 Freighters"	"DUBAI, United Arab Emirates, Nov. 14, 2017 /PRNewswire/ --<U+613C><U+3E30>Boeing [NYSE: BA] and Ethiopian Airlines announced an order for four Boeing 777 Freighters <U+393C><U+3E36> the world's largest and longest-range twin-engine cargo jet <U+393C><U+3E36> in a deal valued at more than $1.3 billion at list prices.  The deal includes a new order for two freighters.  It also includes two freighters the airline announced as a commitment in June that finalized into a firm order and posted on Boeing's Orders & Deliveries website this month."	"https://finance.yahoo.com/news/boeing-ethiopian-airlines-announce-order-074800120.html?.tsrc=rss"	"N"
"AIRSHOW-EgyptAir signs $1.1 bln deal for 12 Bombardier CSeries jets"	"DUBAI/MONTREAL, Nov 14 (Reuters) - State-owned EgyptAir on  Tuesday signed an initial order for 12 Bombardier  CSeries jets, marking the Canadian plane maker's second deal for  its largest planes this month -  agreements that end an 18-month  drought of no sales of the aircraft.  The two agreements, which total 43 firm CSeries orders, are  expected to generate momentum for the narrowbody jets and follow  an October decision by Airbus SE to take a majority  stake in the plane program.  We anticipate both of them by year end, Commercial  Aircraft President Fred Cromer told reporters."	"https://finance.yahoo.com/news/airshow-egyptair-signs-1-1-152616075.html?.tsrc=rss"	"N"
"Airbus looks at more capacity for A350 with new layout"	"Airbus (AIR.PA) is working on increasing the capacity of its A350-900 aircraft as airlines look to reduce their operating costs per seat, industry executives said on Monday.  The plans were presented to Emirates airline last week, they added, but did not sway the Dubai carrier in its eventual decision to buy Boeing's (BA.N) 787-10 at this week's Dubai Airshow.  Billed as Europe's answer to the 787 Dreamliner, the A350-900 is designed for airlines that want long range."	"https://finance.yahoo.com/news/airbus-looks-more-capacity-a350-162700406.html?.tsrc=rss"	"N"
"Boeing Pledge to Power Construction of MIT's new Wright Brothers Wind Tunnel"	"CHICAGO, Nov. 13, 2017 /PRNewswire/ --<U+613C><U+3E30>Boeing [NYSE: BA] and the Massachusetts Institute of Technology (MIT) today announced that Boeing will be the lead donor in the replacement of MIT's 79-year-old Wright Brothers Wind Tunnel with a new Wright Brothers Wind Tunnel that will be the largest and most advanced academic wind tunnel in the United States.  Boeing has made a funding pledge to become the lead donor of the $18 million project."	"https://finance.yahoo.com/news/boeing-pledge-power-construction-mits-180500105.html?.tsrc=rss"	"N"
"Bombardier Could Get Second C Series Order Since Airbus Deal"	"Bombardier could announce an order for its C Series jet as early as Tuesday, in what would be the second deal since Airbus took a majority stake in the struggling platform last month."	"http://finance.yahoo.com/r/83bb3a8b-aaa3-31d2-b41d-d254193589a3/bombardier-could-get-second-c-series-order-since-airbus-deal?src=A00220&yptr=yahoo&.tsrc=rss"	"N"
"3 Stocks to Watch on Monday: Boeing Co (BA), QUALCOMM, Inc. (QCOM) and SoftBank Group Corp (SFTBF)"	"InvestorPlace Stock Market News Stock Advice amp Trading Tips The Euro is headed for a period of solid growth while the U S economy is set to enjoy a rise in tourism in the U S which will be accentuated by a 3 6 growth in New York City Despite its naysayers the U"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/RudI4v8_TEo/3-stocks-to-watch-on-monday-boeing-co-ba-qualcomm-inc-qcom-and-softbank-group-corp-sftbf-cm876347"	"N"
"[$$] Tensions Mount Over Bombardier<U+0092>s CSeries Deal With Airbus"	"Struggling Bombardier<U+0092>s move to give Airbus control of its CSeries plane project has driven rivals to renew their pledges to pursue legal complaints against the Canadian aircraft maker."	"http://finance.yahoo.com/r/cb20d9b9-8fbe-3f08-86c8-40859f0cb03f/tensions-mount-over-bombardiers-cseries-deal-with-airbus-1510576724?ru=yahoo?mod=yahoo_itp&yptr=yahoo&.tsrc=rss"	"N"
"Stocks to Watch: Home Depot, Amazon, Wal-Mart, GE, Apple, Boeing, Buffalo Wild Wings"	"Among the companies with shares expected to trade actively in Tuesday's session are Home Depot Inc., Amazon.com Inc., Wal-Mart Stores Inc, General Electric Co and Apple Inc."	"http://finance.yahoo.com/r/95662304-8feb-3759-893a-7cf196409677/stocks-to-watch-home-depot-amazon-wal-mart-ge-apple-boeing-buffalo-wild-wings-1510669776?mod=yahoo_hs&yptr=yahoo&.tsrc=rss"	"N"
"The Boeing 787 Dreamliner Wins a Huge Victory in Dubai"	"Boeing and Emirates announced a deal for 40 787-10s just when market watchers least expected it."	"https://finance.yahoo.com/news/boeing-787-dreamliner-wins-huge-023500271.html?.tsrc=rss"	"N"
"The Boeing 787 Dreamliner Wins a Huge Victory in Dubai"	"Last week in the lead up to the biennial Dubai Airshow rumors circulated that Middle Eastern airline giant Emirates was closing in on a repeat order for Airbus NASDAQOTH EADSY A380 jumbo jet Instead Boeing NYSE BA was the big winner on the first day of the"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Yve0O4vFWiA/the-boeing-787-dreamliner-wins-a-huge-victory-in-dubai-cm876781"	"N"
"Close Update: Dow Ekes Out Slim Gain With GE's Losses Offset By Gains in Boeing, Home Depot"	"Wall Street s major averages closed only modestly higher on Monday with gains in consumer stocks offsetting heavy losses for industrial and energy shares Wall Street s major averages closed only modestly higher on Monday with gains in consumer stocks offsetting heavy losses for industrial"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/un2cmYTY-Hs/close-update-dow-ekes-out-slim-gain-with-ges-losses-offset-by-gains-in-boeing-home-depot-cm876690"	"N"
"Emirates believes Airbus can guarantee development of A380 programme"	"DUBAI (Reuters) - Emirates believes Airbus (AIR.PA) can meet demands from the airline's owner, the Dubai government, for the European planemaker to guarantee development of the superjumbo A380 programme. ..."	"https://finance.yahoo.com/news/emirates-believes-airbus-guarantee-development-053633358.html?.tsrc=rss"	"N"
"Airbus's Dubai Order Vacuum Raises Pressure as Boeing Takes Lead"	"Airbus SE heads into the third day of the Dubai Air Show with no announced orders, raising pressure on the manufacturer to clinch some deals and gain ground on arch-rival Boeing Co., which built an early ..."	"http://finance.yahoo.com/r/a335ca3a-2ed0-37ce-afcb-70e2644ce0a9/airbus-s-dubai-order-vacuum-raises-pressure-as-boeing-takes-lead?utm_source=yahoo&utm_medium=bd&utm_campaign=headline&cmpId=yhoo.headline&yptr=yahoo&.tsrc=rss"	"N"
"Here's Where A New Boeing Midmarket Jet Could Be A Perfect Fit"	"Boeing BA is looking for a strong business case for a potential new midmarket plane to take on Airbus EADSY A321neo and Saudi Arabia might be the perfect example ibd display video id 2633855 width 50 float left autostart true For the last three years"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/62BDZz-jqWU/heres-where-a-new-boeing-midmarket-jet-could-be-a-perfect-fit-cm876459"	"N"
"Royal Jordanian Airlines Selects Boeing To Provide 787 Flight Training"	"Royal Jordanian Airlines Selects Boeing To Provide 787 Flight Training"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/hXjdWgKEiIc/royal-jordanian-airlines-selects-boeing-to-provide-787-flight-training-20171114-00891"	"N"
"AIRSHOW-Ethiopian interested in Boeing's proposed mid-sized jet, could buy 10-20"	"Ethiopian Airlines would be interested in around 10 to 20 mid-sized jets that Boeing is studying possibly developing, the African airline's chief executive said on Tuesday. Ethiopian also ordered two Boeing ..."	"https://finance.yahoo.com/news/airshow-ethiopian-interested-boeings-proposed-064253948.html?.tsrc=rss"	"N"
"Ethiopian could buy 10-20 of Boeing's proposed mid-sized jet"	"Ethiopian Airlines would be interested in buying around 10 to 20 of the mid-sized jets that Boeing (BA.N) is studying whether to develop, the  African airline's chief executive said on Tuesday.  Boeing is looking at potentially filling a market gap between narrow and wide-body jets with a new aircraft that could seat 220 to 270 passengers.  Ethiopian Chief Executive Tewolde Gebremariam said the airline was interested in a replacement for the out-of-production Boeing 757."	"https://finance.yahoo.com/news/ethiopian-interested-boeings-proposed-mid-064856021.html?.tsrc=rss"	"N"
"Patti Payne's Cool Pads: Ex-Boeing CEO Phil Condit lists desert manse for $9.8 million (Photos)"	"Former Boeing CEO and Chairman Phil Condit is putting one of his homes on the market. The 13,415-square-foot Mediterranean-style manse is no ordinary abode, and has price tag of nearly $9.8 million. It's ..."	"http://finance.yahoo.com/r/36052c84-01d8-31f7-911d-7838dfa629b8/boeing-ceo-phil-condit-palm-springs-home-for-sale.html?ana=yahoo&yptr=yahoo&.tsrc=rss"	"N"
"Midday Update: Wall Street Rebounds With Consumer Stocks Leading Advancers"	"The major U S market averages are trading marginally higher at midday on Monday with gains in consumer stocks offsetting losses in the industrial and energy sectors Early pressure on equity assets tied to uncertainty over tax reform has been mitigated by technical supports for the S amp P 500"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/xvEmITi3MgE/midday-update-wall-street-rebounds-with-consumer-stocks-leading-advancers-cm876539"	"N"
"Boeing Takes Dubai Airshow By Surprise With This Shocker"	"Boeing BA announced a surprise Dreamliner order from Dubai s Emirates airline instead of an Airbus EASDY 160 A380 order adding to doubts about the superjumbo jet s future amid flagging demand ibd display video id 2634141 width 50 float left autostart true At"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/GlHoX6M_Co4/boeing-takes-dubai-airshow-by-surprise-with-this-shocker-cm876101"	"N"
"Bombardier Could Get Second C Series Order Since Airbus Deal"	"Bombardier BDRBF could announce an order for its C Series jet as early as Tuesday in what would be the second deal since Airbus EADSY took a majority stake in the struggling platform last month ibd display video id 2634141 width 50 float left autostart"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/i4HX9CL8oSA/bombardier-could-get-second-c-series-order-since-airbus-deal-cm876729"	"N"
"Boeing, Ethiopian Airlines Announce Order For 777 Freighters - Quick Facts"	"Boeing, Ethiopian Airlines Announce Order For 777 Freighters - Quick Facts"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/9CAVWuDUL9c/boeing-ethiopian-airlines-announce-order-for-777-freighters--quick-facts-20171114-00168"	"N"
"Boeing, Flydubai Sign Landmark Deal For 225 737 MAX Airplanes Worth $27 Bln"	"Boeing, Flydubai Sign Landmark Deal For 225 737 MAX Airplanes Worth $27 Bln"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/DDGW84mM7XE/boeing-flydubai-sign-landmark-deal-for-225-737-max-airplanes-worth-27-bln-20171115-00155"	"N"
"Airbus Just Outdid Boeing with a Massive Airplane Deal"	"&quot;We&apos;ve done a little research and we don&apos;t <U+200E>think there&apos;s been a larger order ever.&quot;"	"https://finance.yahoo.com/news/airbus-just-outdid-boeing-massive-103204918.html?.tsrc=rss"	"N"
"U.S. investor nears record 400-jet Airbus order - sources"	"Airline pioneer Bill Franke looked set to place a historic $40 billion (30.4 billion pounds) order for around 400 Airbus A320 jets, shaking up the low-cost industry and turning the annual race between Airbus (AIR.PA) and Boeing (BA.N) for plane orders on its head.  Franke, 80, flew to the United Arab Emirates on Wednesday and was due to sign at the Dubai Airshow, marking one of the industry's biggest deals by volume and the most planes sold by Airbus in one batch, two people familiar with the matter said.  Franke's Indigo Partners, which controls Denver-based Frontier Airlines and owns part of Mexico<U+393C><U+3E32>s Volaris, is known for unbundled or a la carte fares in so-called ultra-low-cost airlines, where passengers are offered cheap base prices with the option of paying more for extras."	"https://finance.yahoo.com/news/u-investor-nears-record-400-060824639.html?.tsrc=rss"	"N"
"Canada Jetlines To Soar By Summertime?"	"Canada Jetlines To Soar By Summertime?"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/bo1FkWS5Vho/canada-jetlines-to-soar-by-summertime-20171115-00676"	"N"
"Boeing Beats Out Airbus for $27 Billion Order From FlyDubai"	"Boeing Co. secured an order valued at $27 billion for 737 Max jets from discount carrier FlyDubai, hitting back at rival Airbus SE<U+393C><U+3E32>s record $50 billion deal."	"http://finance.yahoo.com/r/94ec2493-8953-35db-94a9-31be6d2b0d0d/boeing-beats-out-airbus-for-27-billion-order-from-flydubai?utm_source=yahoo&utm_medium=bd&utm_campaign=headline&cmpId=yhoo.headline&yptr=yahoo&.tsrc=rss"	"N"
"Dubai's low-cost carrier FlyDubai, Boeing agree to $27B sale for 225 Boeing 737 MAX 10 aircraft"	"DUBAI, United Arab Emirates (AP) <U+393C><U+3E37> Dubai's low-cost carrier FlyDubai, Boeing agree to $27B sale for 225 Boeing 737 MAX 10 aircraft."	"http://finance.yahoo.com/r/f57d8da3-c12f-34f2-bfff-734ae3828370/dubais-low-cost-carrier-flydubai-085449200.html?.tsrc=rss"	"N"
"AerCap agrees to lease six Boeing 787-9 jets to EgyptAir"	"DUBAI (Reuters) - Leasing company AerCap Holdings (AER.N) has agreed to supply six Boeing (BA.N) 787-9 jets to EgyptAir under a long-term operating lease, the company said on Wednesday. These aircraft ..."	"https://finance.yahoo.com/news/aercap-near-deals-supply-airbus-071437522.html?.tsrc=rss"	"N"
"EGYPTAIR To Lease Six Boeing 787-9 Dreamliners"	"EGYPTAIR To Lease Six Boeing 787-9 Dreamliners"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/kgTe2m_vX7o/egyptair-to-lease-six-boeing-7879-dreamliners-20171115-00098"	"N"
"Boeing receives the largest ever single-aisle jet order from the Middle East"	"Boeing and Flydubai have struck a deal worth $27 billion, representing the largest-ever single-aisle jet order from a Middle East airline."	"https://finance.yahoo.com/news/boeing-receives-largest-ever-single-094756750.html?.tsrc=rss"	"N"
"Middle East's flydubai interested in Boeing's proposed mid-sized jet"	"Flydubai is interested in the mid-sized jet that Boeing is studying whether to develop, the Middle East carrier's chief executive said on Wednesday. Chief Executive Ghaith al-Ghaith told Reuters at the ..."	"https://finance.yahoo.com/news/middle-easts-flydubai-interested-boeings-123715588.html?.tsrc=rss"	"N"
